Company Name,Contact Number,Company Description,Star Score,Link
N/A,N/A,Design/Project Management Toronto ON M2N 7A1,N/A,https://homestars.com/companies/2888816-ar
N/A,N/A,Design/Project Management Toronto ON M5A 0G2,N/A,https://homestars.com/companies/2900255-two10-design
N/A,N/A,Design/Project Management Toronto ON M4W 2E1,N/A,https://homestars.com/companies/2939598-sustainable-architecture-toronto
N/A,N/A,Design/Project Management Toronto ON M6N 2C9,N/A,https://homestars.com/companies/2951097-vermar-construction-inc
N/A,N/A,Design/Project Management Toronto ON,N/A,https://homestars.com/companies/2967606-the-abnormal
N/A,N/A,Design/Project Management 77 042,N/A,https://homestars.com/companies/2884601-clipping-path-lab
N/A,N/A,Design/Project Management Toronto ON M5P 3L9,N/A,https://homestars.com/companies/2934337-addax-design
N/A,N/A,Design/Project Management Toronto ON M4S 0B6,N/A,https://homestars.com/companies/2977384-scon-sapio-construction-inc
N/A,N/A,Design/Project Management Toronto ON M2N,N/A,https://homestars.com/companies/2986650-yarbis-design-studio-inc
N/A,N/A,Design/Project Management EAST YORK ON M4C2R9,N/A,https://homestars.com/companies/2798915-inhabit-home-design
JEMS Home renovations,(647) 461 1700,Bathroom Renovation Oshawa ON L1H 6B4,89%,https://homestars.com/companies/2956041-jems-home-renovations
Canada12615,(647) 919 1003,General Contractors Burlington ON L7L 5J6,N/A,https://homestars.com/companies/2971378-canada12615
Vision Homes,(647) 449 9574,General Contractors Mississauga ON L5J 2E1,98%,https://homestars.com/companies/2905278-vision-homes
N/A,N/A,Design/Project Management Toronto ON M5V 1M3,0%,https://homestars.com/companies/2854191-magic-touch-painting-decorating
N/A,N/A,Design/Project Management Toronto ON,N/A,https://homestars.com/companies/2780544-gta-curb-appeal
N/A,N/A,Design/Project Management Toronto ON M6N 2W7,N/A,https://homestars.com/companies/2848128-optimum-design
N/A,N/A,Design/Project Management K T17 1JB,N/A,https://homestars.com/companies/2880854-web-app-designer
N/A,N/A,Design/Project Management 28 078,N/A,https://homestars.com/companies/2881275-bsk-web-design-and-lead-generation
N/A,N/A,Design/Project Management Toronto ON M2N 3E5,N/A,https://homestars.com/companies/2943894-bita-design-studio
N/A,N/A,Design/Project Management Toronto ON M9C 3J3,N/A,https://homestars.com/companies/2905734-gold-glove-renovations
N/A,N/A,Design/Project Management Toronto ON M9C 4W1,N/A,https://homestars.com/companies/2975410-diz-construction-corp
N/A,N/A,Design/Project Management Toronto ON M6C 2A4,N/A,https://homestars.com/companies/2910801-jessica-s-ideas
N/A,N/A,Design/Project Management Toronto ON M6J 3N5,N/A,https://homestars.com/companies/2927719-williams-design-co
Manikano Construction,(416) 859 0095,Architects Vaughan ON L6A 3K5,98%,https://homestars.com/companies/2910535-manikano-construction
Bethseda,(437) 219 5916,Basement Renovation Toronto ON M9M 1G9,89%,https://homestars.com/companies/3007930-bethseda
Honart inc.,(647) 300 8889,Basement Renovation Richmond Hill ON L4B 3S7,83%,https://homestars.com/companies/2964284-honart-inc
N/A,N/A,Design/Project Management Toronto ON M4J 1C1,N/A,https://homestars.com/companies/2932380-george-theodoris-glt-fantasy-designers-contractors
N/A,N/A,Design/Project Management Toronto ON M4L 2Z9,N/A,https://homestars.com/companies/2921737-designing-tomorrow-s-solutions
N/A,N/A,Design/Project Management Toronto ON M8Z 2G6,N/A,https://homestars.com/companies/2993637-emmesis-construction
N/A,N/A,Design/Project Management Toronto ON M6C 1R7,69%,https://homestars.com/companies/2793972-renovatewithstyle
N/A,N/A,Design/Project Management Toronto ON,58%,https://homestars.com/companies/312694-design-decor-studio
N/A,N/A,Design/Project Management Toronto ON M5R2E2,20%,https://homestars.com/companies/2777338-peter-brooks-design-out-of-business
N/A,N/A,Design/Project Management Toronto ON m1r3y3,0%,https://homestars.com/companies/2778694-davidson-designs
N/A,N/A,Design/Project Management Toronto ON M3C 3R6,N/A,https://homestars.com/companies/2950176-optimal-engineering
N/A,N/A,Design/Project Management Toronto ON M1E 2K6,N/A,https://homestars.com/companies/2933899-360-property-management-inc
N/A,N/A,Design/Project Management Toronto ON M5A 3Y5,N/A,https://homestars.com/companies/2937994-owners-rep-namita-gets-it-done
Joseph & Sotery Construction,(647) 787 6934,General Contractors Mono ON L9W 6W6,99%,https://homestars.com/companies/2893993-joseph-sotery-construction
REFERRED RENOVATORS INC,(416) 992 3944,Basement Renovation Markham ON L6B 1B6,89%,https://homestars.com/companies/2999487-referred-renovators-inc
Onpoint Construction Inc,(647) 801 9434,General Contractors Vaughan ON L4K 5W4,93%,https://homestars.com/companies/2995812-onpoint-construction-inc
N/A,N/A,Design/Project Management Toronto ON M2N 7A9,N/A,https://homestars.com/companies/2927900-ben-j-homes
N/A,N/A,Design/Project Management Toronto ON M1E 2K6,N/A,https://homestars.com/companies/2933899-360-property-management-inc
N/A,N/A,Design/Project Management Toronto ON M5T 2P3,N/A,https://homestars.com/companies/2775739-simmer-design-project-management
N/A,N/A,Design/Project Management Toronto ON M4T 1L9,N/A,https://homestars.com/companies/2777203-wilson-project-management
N/A,N/A,Design/Project Management Toronto ON M6H 1K3,N/A,https://homestars.com/companies/2931097-md-eternal-carpentry
N/A,N/A,Design/Project Management Toronto ON M5V 0A1,N/A,https://homestars.com/companies/2951496-william-mockler-associates-ltd
N/A,N/A,Design/Project Management Toronto ON M6S 1E2,N/A,https://homestars.com/companies/2947916-sage-design-studio
N/A,N/A,Design/Project Management Toronto ON M1K 5J5,N/A,https://homestars.com/companies/2947628-mep-modeling
N/A,N/A,Design/Project Management Toronto ON M6G 3K5,N/A,https://homestars.com/companies/2961392-nusca-custom-homes
N/A,N/A,Design/Project Management Toronto ON M5V 1M7,N/A,https://homestars.com/companies/2889786-3magine-inc
Design To Suit Inc.,(416) 951 2068,General Contractors Mississauga ON L5K 2B2,97%,https://homestars.com/companies/2994585-design-to-suit-inc
The Renovators Of Canada,(905) 554 7000,Home Additions Markham ON L3R 5B4,91%,https://homestars.com/companies/2777922-the-renovators
Vision Custom Homes & Renovations,(647) 222 9300,Builders Toronto ON M5V,90%,https://homestars.com/companies/2945600-vision-custom-homes-renovations
N/A,N/A,Design/Project Management Toronto ON M4T 1A3,N/A,https://homestars.com/companies/2887922-the-fifth-wall
BYLDAN,(647) 917 2822,General Contractors Toronto ON M4K 2H4,93%,https://homestars.com/companies/2985793-byldan
RenoDuck - Basement Renovation & Finishing,(647) 245 2405,Basement Renovation Vaughan ON L4K 5C2,99%,https://homestars.com/companies/2909887-renoduck-basements-renovation-finishing
M J Imperial Design Inc,(647) 994 9492,General Contractors Toronto ON M2R 1A6,88%,https://homestars.com/companies/2982947-m-j-imperial-design-inc
Home Improvement People Inc.,(416) 782 7605,General Contractors Toronto ON M6B 1E9,98%,https://homestars.com/companies/2721303-home-improvement-people
"Architalcan Design, Inc.",(647) 654 6898,Basement Renovation Toronto ON M8X 1B1,99%,https://homestars.com/companies/2775295-architalcan
The Home Improvement Group - THIG,(905) 502 0204,General Contractors Mississauga ON L5V 2B3,93%,https://homestars.com/companies/2783787-the-home-improvement-group
David R. Smith Design Inc.,(416) 890 1764,Drafting Service Toronto ON M4L 2Z5,99%,https://homestars.com/companies/2804419-david-r-smith-design
RenoDuck - Basement Renovation & Finishing,(647) 245 2405,Basement Renovation Vaughan ON L4K 5C2,99%,https://homestars.com/companies/2909887-renoduck-basements-renovation-finishing
The Renovators Of Canada,(905) 554 7000,Home Additions Markham ON L3R 5B4,91%,https://homestars.com/companies/2777922-the-renovators
Manikano Construction,(416) 859 0095,Architects Vaughan ON L6A 3K5,98%,https://homestars.com/companies/2910535-manikano-construction
MeinHaus Online General Contractor,(844) 777 4287,General Contractors Mississauga ON L5M 2L7,92%,https://homestars.com/companies/2895270-meinhaus-online-general-contractor
Frameart Construction Inc.,(647) 326 0188,Framing Mississauga ON L4Y 2H3,99%,https://homestars.com/companies/2969755-frameart-construction-inc
Atlas Designs,(647) 469 8240,Drafting Service Toronto ON M3A 3M3,97%,https://homestars.com/companies/2964397-atlas-designs
Prestige Renovation,(647) 675 2043,Historical Restoration Toronto ON M9B 6B5,88%,https://homestars.com/companies/2934392-prestige-renovation
Peak construction,(647) 675 4341,Floor Laying & Refinishing Oakville ON L6M 0S2,98%,https://homestars.com/companies/2944428-peak-construction
D&D Reno Canada Inc.,(647) 609 7043,Basement Renovation Toronto ON M3N 2W1,90%,https://homestars.com/companies/2983539-d-d-reno-canada-inc
Mark H Smith Designs Inc.,(647) 609 0333,Drafting Service Toronto ON M5R 2P7,96%,https://homestars.com/companies/2861481-Mark-H-Smith-Designs-Inc
Mack Group Construction Inc.,(416) 898 8522,General Contractors Toronto ON,98%,https://homestars.com/companies/2890566-mack-group-construction-inc
Mason Painting & Services,(905) 462 1541,Paint & Wallpaper Contractors Oakville ON,98%,https://homestars.com/companies/2923714-mason-painting-services
Permit Works,(416) 989 8900,Drafting Service Toronto ON,97%,https://homestars.com/companies/2945642-permit-works
Voxel Builds Inc.,(647) 808 1364,Basement Renovation Oshawa ON L1H 2L4,97%,https://homestars.com/companies/2853805-Voxel-Builds-Inc
Valente CAD Studio,(416) 294 3704,Drafting Service Toronto ON M2R 1Y1,90%,https://homestars.com/companies/2857602-valente-cad-studio
Homewise Innovations Corp.,(647) 882 0305,General Contractors Mississauga ON L5B 3X3,97%,https://homestars.com/companies/2907258-homewise-innovations-corp
Sabat Construction & Architect Inc.,(416) 400 2025,General Contractors Toronto ON M5V,95%,https://homestars.com/companies/2945952-sabat-construction-architect-ltd
B.T Builders,(519) 216 8195,General Contractors Grand Valley ON L0N 1G0,88%,https://homestars.com/companies/3005501-b-t-builders
Professional Track Construction,(905) 744 3030,Basement Renovation Toronto ON M3C 0H9,90%,https://homestars.com/companies/2990155-professional-track-construction
Jubatus Union Contracting Inc.,(587) 572 8969,General Contractors East York ON M4C 2J7,90%,https://homestars.com/companies/3000436-jubatus-union-contracting-inc
Roy Renovation Inc.,(647) 786 6771,General Contractors Markham ON L3S 3J2,90%,https://homestars.com/companies/2983025-roy-renovation-inc
Meta General Contractors,(647) 620 9301,General Contractors Weston Rd ON L4H,N/A,https://homestars.com/companies/2936659-meta-general-contractors
Pathak Designing Services Inc.,(647) 628 5162,Drafting Service ON L0G 1W0,90%,https://homestars.com/companies/2997156-pathak-designing-services-inc
Springdale Renovations,(416) 873 5661,General Contractors Brampton ON L7A 0T7,89%,https://homestars.com/companies/2905176-springdale-renovations
CK Home Improvements Inc,(647) 613 2335,General Contractors Mississauga ON L4W 3T3,90%,https://homestars.com/companies/3005760-ck-home-improvements-inc
Symmetry Build,(647) 771 5487,General Contractors Concord ON L4K 4Z4,90%,https://homestars.com/companies/2990176-symmetry-build
VSReno,(647) 468 0163,Bathroom Renovation Aurora ON L4G 7H4,90%,https://homestars.com/companies/2994506-vsreno
DreamX,(647) 870 2935,General Contractors North York ON M6M 5B5,89%,https://homestars.com/companies/3002910-dreamx
Qoubeh Inc.,(647) 476 8234,Basement Renovation Richmond Hill ON L4E 4Y6,90%,https://homestars.com/companies/2910080-qoubeh-inc
JLS Painting and Renovations,(519) 215 6177,General Contractors Shelburne ON L0N 1S1,90%,https://homestars.com/companies/2974547-jls
Roy Renovation Inc.,(647) 786 6771,General Contractors Markham ON L3S 3J2,90%,https://homestars.com/companies/2983025-roy-renovation-inc
BenReno Renovation Company,(647) 470 0477,General Contractors Aurora ON L4G 0G9,90%,https://homestars.com/companies/2955739-benreno-renovation-company
Standard Services,(416) 677 1603,General Contractors Richmond Hill ON L3T 0G7,N/A,https://homestars.com/companies/2995227-standard-services
MeinHaus Online General Contractor,(844) 777 4287,General Contractors Mississauga ON L5M 2L7,92%,https://homestars.com/companies/2895270-meinhaus-online-general-contractor
ROYAL TRIANGLE,(647) 859 9467,General Contractors Toronto ON M2N 2G2,90%,https://homestars.com/companies/2986674-royal-triangle
Stuart Contracting,(289) 231 5876,Bathroom Renovation Newmarket ON l3y5m3,90%,https://homestars.com/companies/2996958-stuart-contracting
Being Taper,(437) 260 6984,Basement Renovation Brampton ON L6Y 4R5,89%,https://homestars.com/companies/2991926-being-taper
Empire,(289) 943 7756,General Contractors Oshawa ON L1G 7X3,90%,https://homestars.com/companies/3002067-empire
Astrero General Services,(647) 713 3517,General Contractors Toronto ON M1T 3K8,90%,https://homestars.com/companies/3002633-astrero-general-services
Art Renovations & Development Inc,(416) 500 9225,Design/Build Toronto ON M1K 4C7,69%,https://homestars.com/companies/2994867-art-renovations-development-inc
Jubatus Union Contracting Inc.,(587) 572 8969,General Contractors East York ON M4C 2J7,90%,https://homestars.com/companies/3000436-jubatus-union-contracting-inc
N/A,N/A,Basement Renovation Toronto ON M2H 3B4,89%,https://homestars.com/companies/3004461-dadgarian-homes
Mmav Construction Corp,(647) 988 8600,General Contractors Toronto ON M6N 2X6,89%,https://homestars.com/companies/3004168-mmav-construction-corp
A-Team Design & Build,(647) 504 8360,Architects Brampton ON L6S 5E9,98%,https://homestars.com/companies/3003183-a-team-design-build
Krystacon Development,(647) 453 7105,General Contractors Brechin ON L0K 1B0,98%,https://homestars.com/companies/3002981-krystacon-development
AKM Construction,(647) 782 7144,Basement Renovation Aurora ON L4G 2H7,88%,https://homestars.com/companies/2995426-akm-construction
Pahal Developments,(647) 812 6256,Builders Brampton ON L6T 5E7,83%,https://homestars.com/companies/2995762-pahal-developments
Godfrey Building Group Inc.,(416) 529 6722,Builders Toronto ON M2P 1C7,85%,https://homestars.com/companies/2987564-godfrey-building-group-inc
New Century Contractors,(647) 261 0815,Builders Toronto ON M9W 6G9,89%,https://homestars.com/companies/3003645-new-century-contractors
BAPTISTE INC,(888) 591 1119,General Contractors Toronto ON M3A 2Y4,68%,https://homestars.com/companies/2991647-baptiste-inc
On Demand Custom Renovations,(647) 787 7486,Basement Renovation Oshawa ON l1k0v1,86%,https://homestars.com/companies/3002816-on-demand-custom-renovations
Dream Homes Constructions,(437) 993 9525,General Contractors Brampton ON L6X 0J8,90%,https://homestars.com/companies/3003408-dream-homes-constructions
Redeemer Home Renovation,(647) 764 2033,Renovation Advisors Toronto ON M1P 1Z6,68%,https://homestars.com/companies/3002682-redeemer-home-renovation
DS Contractor Inc,(416) 830 1469,Basement Renovation New Tecumseth ON L9R 1K5,90%,https://homestars.com/companies/3003346-ds-contractor-inc
All In A Day Renovations,(613) 407 8101,General Contractors Ottawa ON K2C 3C3,98%,https://homestars.com/companies/2994558-all-in-a-day-renovations
River Construction,(647) 607 1570,General Contractors King City ON L7B 1H7,90%,https://homestars.com/companies/2952053-river-construction
Tentmaker Fine Carpentry,(416) 414 0514,General Contractors Toronto ON M9B 4K5,90%,https://homestars.com/companies/3002768-tentmaker-fine-carpentry
Royal Crown Construction Inc.,(437) 324 6888,Renovation Advisors Toronto ON M1S 1B8,90%,https://homestars.com/companies/3000497-royal-crown-construction-inc
Krystacon Development,(647) 453 7105,General Contractors Brechin ON L0K 1B0,98%,https://homestars.com/companies/3002981-krystacon-development
Any Constructions,(437) 440 9173,General Contractors Toronto ON M2J 0G1,90%,https://homestars.com/companies/2995992-any-constructions
BenReno Renovation Company,(647) 470 0477,General Contractors Aurora ON L4G 0G9,90%,https://homestars.com/companies/2955739-benreno-renovation-company
George Cole Construction Inc.,(289) 404 3935,General Contractors Blackstock ON L0B 1B0,90%,https://homestars.com/companies/3000457-george-cole-construction-inc
Cmc Renovations,(905) 442 8148,General Contractors Beaverton ON L0K 1A0,90%,https://homestars.com/companies/2993747-cmc-renovations
TinaLG Interiors,(647) 691 7824,Design/Project Management Carlisle ON L0R 1H1,86%,https://homestars.com/companies/3002366-tinalg-interiors
Yunga Construction,(416) 839 1894,Renovation Advisors Vaughan ON L4J 7S3,90%,https://homestars.com/companies/3000870-yunga-construction
Bold Design Build Group,(416) 801 3206,General Contractors Vaughan ON L4l-9m5,90%,https://homestars.com/companies/3002797-bold-design-build-group
Vision Custom Homes & Renovations,(647) 222 9300,Builders Toronto ON M5V,90%,https://homestars.com/companies/2945600-vision-custom-homes-renovations
HDR CONSTRUCTION,(647) 614 6220,Demolition Toronto ON M3H 2S4,90%,https://homestars.com/companies/2973531-hdr-construction
Cascade Construction,(416) 228 8801,Builders Mississauga ON L4Z 2G6,89%,https://homestars.com/companies/2988599-cascade-construction
Latitude N 37 development corp,(647) 588 4131,Design/Project Management Toronto ON M6C 1P9,89%,https://homestars.com/companies/2955267-latitude-n-37-development-corp
HomeEmergency.ca,(905) 587 0273,Kitchen Planning & Renovation Vaughan ON L4K 1Z8,90%,https://homestars.com/companies/2856671-homeemergency-ca
Carter Fox Design Build,(416) 791 0543,General Contractors Toronto ON M5A 1V2,86%,https://homestars.com/companies/2814958-carter-fox-design-build
CK Home Improvements Inc,(647) 613 2335,General Contractors Mississauga ON L4W 3T3,90%,https://homestars.com/companies/3005760-ck-home-improvements-inc
Perfect Construction,(416) 875 9918,Builders Toronto ON M1V 2Y5,0%,https://homestars.com/companies/2804887-perfect-construction
up construction services,(416) 256 1313,General Contractors Toronto ON m6a2w1,70%,https://homestars.com/companies/3000572-up-construction-services
Estanex,(647) 745 2474,General Contractors Markham ON L3R 5M9,90%,https://homestars.com/companies/2966653-estanex
Stilus construction,(437) 972 5454,Builders Toronto ON M6K 1E6,89%,https://homestars.com/companies/2998025-stilus-construction
Del General Contracting,(647) 303 3517,General Contractors Brampton ON L6R 1T2,98%,https://homestars.com/companies/2974585-del-general-contracting
Y2 Renovations,(647) 507 3639,General Contractors Richmond Hill ON L4B 3C9,98%,https://homestars.com/companies/2997602-y2-renovations
Build Beyond Boundaries,(647) 836 3569,Builders Toronto ON M3C 1L4,89%,https://homestars.com/companies/3000000-build-beyond-boundaries
BaraniRenovation,(647) 937 4349,Kitchen & Bathroom - Cabinets & Design Mississauga ON L4T 0A5,90%,https://homestars.com/companies/2999563-baranirenovation
Home Revive,(647) 915 2264,Basement Renovation Bolton ON L7E 1S4,88%,https://homestars.com/companies/2972312-home-revive
Yung T Custom Carpentry,(647) 993 2664,General Contractors Caledon Village ON L7K 0Y5,90%,https://homestars.com/companies/2983330-yung-t-custom-carpentry
M J Imperial Design Inc,(647) 994 9492,General Contractors Toronto ON M2R 1A6,88%,https://homestars.com/companies/2982947-m-j-imperial-design-inc
Yunga Construction,(416) 839 1894,Renovation Advisors Vaughan ON L4J 7S3,90%,https://homestars.com/companies/3000870-yunga-construction
Goodridge Contracting,(647) 892 1430,General Contractors Toronto ON M1K 3J8,97%,https://homestars.com/companies/2977118-goodridge-contracting
BYLDAN,(647) 917 2822,General Contractors Toronto ON M4K 2H4,93%,https://homestars.com/companies/2985793-byldan
A-Z Property Improvement & Remodeling,(416) 666 1664,Basement Renovation Vaughan ON L4L 9L2,88%,https://homestars.com/companies/2942408-a-z-property-improvement-remodeling
828 DESIGN INC,(647) 782 6645,Architects Toronto ON M2N 0A3,90%,https://homestars.com/companies/2991233-828-design-inc
Any Constructions,(437) 440 9173,General Contractors Toronto ON M2J 0G1,90%,https://homestars.com/companies/2995992-any-constructions
Kenny Labs Design,(416) 833 6898,Architects Toronto ON M5V,98%,https://homestars.com/companies/2989815-kenny-labs-design
AGC PRO CONSTRUCTION,(647) 890 4991,General Contractors Markham ON L6E 1P2,98%,https://homestars.com/companies/2992554-agc-pro-construction
Prestige Construction & Landscape,(905) 599 8110,General Contractors Oakville ON L6M 1G1,90%,https://homestars.com/companies/2989588-prestige-construction-landscape
AKM Construction,(647) 782 7144,Basement Renovation Aurora ON L4G 2H7,88%,https://homestars.com/companies/2995426-akm-construction
Josh's Kitchen Installation,(705) 794 6050,Cabinetry & Millwork Barrie ON L4M 0A3,89%,https://homestars.com/companies/2997462-josh-s-kitchen-installation
Godfrey Building Group Inc.,(416) 529 6722,Builders Toronto ON M2P 1C7,85%,https://homestars.com/companies/2987564-godfrey-building-group-inc
Onpoint Construction Inc,(647) 801 9434,General Contractors Vaughan ON L4K 5W4,93%,https://homestars.com/companies/2995812-onpoint-construction-inc
Tentmaker Fine Carpentry,(416) 414 0514,General Contractors Toronto ON M9B 4K5,90%,https://homestars.com/companies/3002768-tentmaker-fine-carpentry
Genesis Design and construction Ltd,(647) 287 4846,General Contractors Markham ON L6E 0A2,89%,https://homestars.com/companies/2978697-genesis-design-and-construction-ltd
BB Construction Inc,(905) 207 9956,General Contractors Mississauga ON L4T 3W4,97%,https://homestars.com/companies/2970907-bb-construction-inc
K-SON Design & Management Services Inc - Professional Building Design services,(416) 546 6000,Builders Toronto ON M2N 4Y2,83%,https://homestars.com/companies/2995757-k-son-design-management-services-inc-professional-building-design-services
Shan- G Renovation Inc,(647) 230 4139,Basement Renovation Toronto ON M5V 0K3,68%,https://homestars.com/companies/2935549-shan-g-renovation-inc
Activ Demolition Inc.,(647) 515 2492,Demolition Toronto ON M8V 0C8,97%,https://homestars.com/companies/2991508-activ-demolition-inc
Better Bonded Construction,(437) 855 9080,General Contractors Mississauga ON L4Z 3K8,89%,https://homestars.com/companies/2995979-better-bonded-construction
Hulk Demolition,(905) 220 4946,Demolition Burlington ON L7L 6C3,98%,https://homestars.com/companies/2987838-hulk-demolition
D&D Reno Canada Inc.,(647) 609 7043,Basement Renovation Toronto ON M3N 2W1,90%,https://homestars.com/companies/2983539-d-d-reno-canada-inc
Peak construction,(647) 675 4341,Floor Laying & Refinishing Oakville ON L6M 0S2,98%,https://homestars.com/companies/2944428-peak-construction
F&C Construction Inc.,(437) 928 7404,General Contractors Toronto ON M9R 2G5,97%,https://homestars.com/companies/2987956-f-c-construction-inc
Vizcon Construction Inc,(647) 467 8266,General Contractors King City ON L0G 1N0,98%,https://homestars.com/companies/2921161-vizcon-construction-inc
ABAD Home,(647) 975 2877,Paint & Wallpaper Contractors Aurora ON L4G 3Y5,95%,https://homestars.com/companies/2990345-abad-home
ROYAL TRIANGLE,(647) 859 9467,General Contractors Toronto ON M2N 2G2,90%,https://homestars.com/companies/2986674-royal-triangle
JB Contracting,(416) 578 4807,General Contractors Toronto ON M9A 1J7,97%,https://homestars.com/companies/2970398-jb-contracting
Home Revive,(647) 915 2264,Basement Renovation Bolton ON L7E 1S4,88%,https://homestars.com/companies/2972312-home-revive
BYLDAN,(647) 917 2822,General Contractors Toronto ON M4K 2H4,93%,https://homestars.com/companies/2985793-byldan
Renova Contracting Inc.,(647) 471 0165,General Contractors Aurora ON,99%,https://homestars.com/companies/2957421-renova-contracting-inc
Permit Man,(647) 339 6902,Drafting Service Richmond Hill ON L4B 1L1,87%,https://homestars.com/companies/2974159-permit-man
All Bases Covered,(416) 918 6580,General Contractors Toronto ON M6L 1E7,90%,https://homestars.com/companies/2978838-all-bases-covered
The Epic Builders,(844) 992 3742,General Contractors Hamilton ON L8R 2C1,97%,https://homestars.com/companies/2969231-the-epic-builders-inc
JB Contracting,(416) 578 4807,General Contractors Toronto ON M9A 1J7,97%,https://homestars.com/companies/2970398-jb-contracting
Blueprint 360,(647) 403 1390,General Contractors Markham ON L6G 1B3,97%,https://homestars.com/companies/2968831-blueprint-360
Lewitt Construction Inc,(416) 383 1221,General Contractors North York ON M3B3B5,86%,https://homestars.com/companies/2711674-lewitt-construction-inc
MN Homes,(647) 524 0628,General Contractors Brampton ON L6S 3X2,98%,https://homestars.com/companies/2922187-mn-homes
ACG Inc,(416) 666 6246,General Contractors Toronto ON M8X 2X9,98%,https://homestars.com/companies/2932076-acg-inc
MeinHaus Online General Contractor,(844) 777 4287,General Contractors Mississauga ON L5M 2L7,92%,https://homestars.com/companies/2895270-meinhaus-online-general-contractor
Krystacon Development,(647) 453 7105,General Contractors Brechin ON L0K 1B0,98%,https://homestars.com/companies/3002981-krystacon-development
Lewitt Construction Inc,(416) 383 1221,General Contractors North York ON M3B3B5,86%,https://homestars.com/companies/2711674-lewitt-construction-inc
Trivela Construction,(647) 292 1838,Interlocking Stone Toronto ON M6A 0B6,96%,https://homestars.com/companies/2970728-trivela-construction
Frontop Limited,(905) 947 0900,Structural Engineering Markham ON L3R 3B2,95%,https://homestars.com/companies/2873660-frontop-surveying-inc
Nestbox Construction,(416) 618 3688,Architects Toronto ON M4M 1V2,86%,https://homestars.com/companies/2877316-nestbox-construction
Star Renovation,(647) 271 3110,Basement Renovation Toronto ON M4Y 1A5,78%,https://homestars.com/companies/2956523-star-renovation
Dwc General Contractor,(416) 828 7436,Basement Renovation Markham ON L3S 3A2,97%,https://homestars.com/companies/2903352-dwc-general-contractor
Jp Domus design and build,(416) 828 1307,Design/Build Toronto ON M4C 2G3,85%,https://homestars.com/companies/2924269-jp-domus-design-and-build
Goodridge Contracting,(647) 892 1430,General Contractors Toronto ON M1K 3J8,97%,https://homestars.com/companies/2977118-goodridge-contracting
Ravenclaw Construction,(416) 985 7993,Kitchen Planning & Renovation Markham ON L3R 9W8,84%,https://homestars.com/companies/2940565-ravenclaw-construction
BB Construction Inc,(905) 207 9956,General Contractors Mississauga ON L4T 3W4,97%,https://homestars.com/companies/2970907-bb-construction-inc
Prestige Renovation,(647) 675 2043,Historical Restoration Toronto ON M9B 6B5,88%,https://homestars.com/companies/2934392-prestige-renovation
ShandyMan Contracting,(647) 697 8456,General Contractors Toronto ON,93%,https://homestars.com/companies/2948862-shandyman-contracting
ACG Inc,(416) 666 6246,General Contractors Toronto ON M8X 2X9,98%,https://homestars.com/companies/2932076-acg-inc
F&C Construction Inc.,(437) 928 7404,General Contractors Toronto ON M9R 2G5,97%,https://homestars.com/companies/2987956-f-c-construction-inc
CNS Custom Home Ltd,(416) 948 2866,Decks Mississauga ON L5J 4M9,94%,https://homestars.com/companies/2945506-cns-custom-home-ltd
LR Contracting,(647) 680 6655,General Contractors Toronto ON M6A 2N3,93%,https://homestars.com/companies/2932400-lr-contracting
Sharlston Renovations & Painting,(416) 276 2920,General Contractors Brampton ON l6x2z9,85%,https://homestars.com/companies/3003235-sharlston-renovations-painting
Alfa Design And Renovation,(416) 893 6663,General Contractors Richmond Hill ON L4C 0T5,92%,https://homestars.com/companies/2916411-alfa-design-and-renovation
Handyman Mike Reno,(289) 952 7310,Basement Renovation Oakville ON L6H 7L7,84%,https://homestars.com/companies/2950545-handyman-mike-reno
ShandyMan Contracting,(647) 697 8456,General Contractors Toronto ON,93%,https://homestars.com/companies/2948862-shandyman-contracting
Penguin Condos,(416) 633 2894,Condominium Renovations Toronto ON M3J 2C4,78%,https://homestars.com/companies/2916537-penguin-condos
Alpha renovation,(647) 575 9097,Basement Renovation Richmond Hill ON L4S 1Z7,89%,https://homestars.com/companies/3007207-alpha-renovation
A-One General Contracting,(437) 215 0915,General Contractors Toronto ON M1P 4Z4,90%,https://homestars.com/companies/3004615-a-one-general-contracting
ROYAL TRIANGLE,(647) 859 9467,General Contractors Toronto ON M2N 2G2,90%,https://homestars.com/companies/2986674-royal-triangle
Estanex,(647) 745 2474,General Contractors Markham ON L3R 5M9,90%,https://homestars.com/companies/2966653-estanex
Trivela Construction,(647) 292 1838,Interlocking Stone Toronto ON M6A 0B6,96%,https://homestars.com/companies/2970728-trivela-construction
DS Contractor Inc,(416) 830 1469,Basement Renovation New Tecumseth ON L9R 1K5,90%,https://homestars.com/companies/3003346-ds-contractor-inc
ROYAL TRIANGLE,(647) 859 9467,General Contractors Toronto ON M2N 2G2,90%,https://homestars.com/companies/2986674-royal-triangle
Lethbridge construction,(647) 885 6588,General Contractors Markham ON L3R 2R8,90%,https://homestars.com/companies/2998482-lethbridge-construction
Genesis Design and construction Ltd,(647) 287 4846,General Contractors Markham ON L6E 0A2,89%,https://homestars.com/companies/2978697-genesis-design-and-construction-ltd
Henrys Painting & Renovation,,General Contractors Mississauga ON L4Y 2R3,81%,https://homestars.com/companies/2994732-henrys-painting-renovation
Etimar contracting,(289) 332 0141,General Contractors Hamilton ON L9B 2G6,89%,https://homestars.com/companies/2999976-etimar-contracting
